video_id,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,description
Xc9pfdFIi3Q,Bersenang - senang di Penang,airasia,19,2018-06-11T07:23:03Z,AirAsia|Penang|George Town|Liburan|Food|Festival|Indonesia|Kek Lok SI Temple|Instagram,440414,24,4,5,"{'url': 'https://i.ytimg.com/vi/Xc9pfdFIi3Q/sddefault.jpg', 'width': 640, 'height': 480}","Yuk bersenang - senang di Penang! Mulai dari keseruan Penang International Food Festival, berkunjung ke Kek Lok SI Temple sampai foto ala - ala instagramable di tembok Mural, George Town. Liburan ke Penang lebih hemat dengan AirAsia."
Us3Tj8fu-Eo,วิธี(รักษา)ความดันโลหิตสูง(ให้หายขาด),หมอทีม Dr. Team,22,2018-06-10T16:18:35Z,celeb|นั่งเฉยๆก็ผอมได้|หมอทีม|dr.team|doctor|นั่งเฉยๆหน้าเด็กซะงั้น|ความดันโลหิตสูง hypertension ลดความอ้วน ลดน้ำหนัก โรคหลอดเลือดสมอง อัมพฤกษ์ หมอทีม นั่งเฉยๆก็ผอมได้,1391641,26113,952,1168,"{'url': 'https://i.ytimg.com/vi/Us3Tj8fu-Eo/sddefault.jpg', 'width': 640, 'height': 480}","E-book นั่งเฉยๆหน้าเด็กซะงั้น (พิมพครั้งที่5) กดลิ้ง ⤵️ https://www.ookbee.com/shop/book/1b9e622e-280f-49ea-8406-4f60d7b23284/นั่งเฉยๆหน้าเด็กซะงั้น-พิมพ์ครั้งที่-5?affiliateCode=03346dbc0d0345c5a783a4ba89858411&tag=link 

E-book นั่งเฉยๆก็ผอมได้(Vol.1) กดลิ้ง⤵️ https://www.ookbee.com/Shop/BookInfo?pid=def46bed-839a-4412-b1c9-7c53d80588e1&affiliateCode03346dbc0d0345c5a783a4ba89858411 

🔰 กดดูตัวอย่างผลิตภัณฑ์ #หน้าใส ที่หมอทีมใช้ทุกวัน จากลิงค์ด้านล่าง ⤵️ https://byc-fanpage.page365.net/

☎️ ติดต่องานวิทยากรบรรยาย
รบกวนปรึกษาทีมงานทาง inbox
 LINE =   @drteam   
 dr.teamclinic2017@gmail.com"
Jpa0XoccocE,Đừng dại dột yêu bạn trai nhỏ tuổi hơn mình nha các cô gái khôn ngoan,Color Man,24,2018-06-10T11:46:09Z,Color man|yêu người nhỏ tuổi hơn mình|yeu nguoi nho tuoi hon minh|color man talk|yêu bạn trai nhỏ tuổi hơn|yeu ban trai nho tuoi hon|co nen yeu nguoi nho tuoi hon|co nen yeu ban trai nho toi hon|phi công trẻ lái máy bay|chuyện tình yêu|chuyen tinh yeu|tư vấn tình cảm|tu van tinh cam|tư vấn tình yêu|tu van tinh yeu|chuyen yeu duong|chuyện yêu đương,382929,2915,463,868,"{'url': 'https://i.ytimg.com/vi/Jpa0XoccocE/sddefault.jpg', 'width': 640, 'height': 480}","Nên hay không nên yêu bạn trai nhỏ tuổi hơn mình là câu hỏi mà hàng triệu cô gái luôn băn khoăn.
-----
Đăng ký kênh Color Man ngay để theo dõi những video thú vị: https://goo.gl/1PVXak"
O7mbP4pqpow,ปวดด้านนอกข้อศอก งอศอกเจ็บ ปวดเวลาพับศอก กดจุด ยืดเส้นประสาท,บัณฑิตกายภาพบําบัดและจัดกระดูก,26,2018-06-10T03:20:57Z,ปวดหัว|ปวดไมเกรน|กดจุด|นวด|คลายกล้ามเนื้อ|ลดปวด|ตึง|ชา|ปวดร้าวขึ้นหัว|ปวดกระบอกตา|ปวดเบ้าตา|มึน|เวียนหัว|ปวดเป็นๆหายๆ|ก้มเงยคอลำบาก|มันชาแขนขา|แขนอ่อนแรง|บ้านหมุน|เวียนศรีษะ|กายภาพบำบัด|จัดกระดูก|บัณฑิตคลินิกกายภาพบำบัด|อุบลราชธานี|วารินชำราบ|พิบูลมังสาหาร|ไม่ใช้ยา|ไม่ผ่าตัด|ออกกำลังกาย|ปวดแขน|ปวดแขนด้านนอก|ปวดเอ็นแขน|ปวดท้องแขน|ปวดแขนด้านใน|เจ็บแขนด้านนอก|ปวดศอก|ปวดเอ็นศอก|ปวดข้อศอก|ปวดศอกด้านใน|ปวดปลายแขน|ปวดร้าวลงมือ|ปวดร้าวแขน|เจ็บศอก|เจ็บศอกด้านนอก|ปวดต้นแขน|ปวดหลังศอก|งอศอกไม่ได้|เหยียดศอก,20529,351,10,23,"{'url': 'https://i.ytimg.com/vi/O7mbP4pqpow/sddefault.jpg', 'width': 640, 'height': 480}","ปวดด้านนอกข้อศอก งอศอกเจ็บ ปวดเวลาพับศอก กดจุด ยืดเส้นประสาท

#ปวดศอกด้านนอก ปวดเวลาพับศอก งอศอก กระดกข้อมือ หรือที่เราได้ยินว่าโรค #TennisElbow เกิดจากการที่เราใช้งานแขนข้างที่เป็นโดยการเหวี่ยงแขน กระแทกข้อมือซ้ำๆ จนเกิดแผลเล็กๆ ที่ด้านนอกข้อศอกโดยที่เราไม่รู้ตัว และแผลเริ่มใหญ่มากขึ้นเรื่อยๆ จนทำให้มีอาการอักเสบ ปวดบวมแดงร้อน ทำให้คนไข้เริ่มมีความผิดปกติที่บริเวณข้อศอก 

บางทีปวดมาก อาจจะมีอาการร้าวขึ้นมาที่ไหล่ หรือร้าวลงไปที่ข้อมือได้ครับ

สำหรับวันนี้มาสอนวิธีการลดอาการปวดง่ายๆ ที่บริเวณดังกล่าว แต่แนะนำว่าถ้าช่วงอักเสบปวดบวมแดงร้อน อาจจะใช้การประคบเย็นแล้วหาผ้ายืดพันไว้ก่อนนะครับ รอให้อาการดีขึ้นแล้วค่อยมาใช้เทคนิคนี้กันครับผม

ปรึกษาได้นะครับ หรือถ้าใครอยากให้เราทำคลิปสอนเรื่องอะไรแนะนำเข้ามาได้ที่ใต้คลิปเลยจ้าา

#ไม่ใช้ยาไม่ผ่าตัด #บัณฑิตคลินิกกายภาพบำบัดและจัดกระดูก"
ks5VO0Y2CEM,Anh Hai Ráp Xe Lego Cho Tin,Tin Siêu Còi,24,2018-06-10T00:30:01Z,lego|do choi lap rap|tin sieu|kids toy media|tin va anh hai,48582,,,,"{'url': 'https://i.ytimg.com/vi/ks5VO0Y2CEM/sddefault.jpg', 'width': 640, 'height': 480}","Đồ chơi Lego lắp ráp xe.
❋ Kênh lưu những kỷ niệm của Tin và anh Hai cùng gia đình. 
❋ Tin chơi đồ chơi trẻ em. 
❋ Trò chuyện cùng Tin siêu hài hước. 
❋ Phim ngắn về Tin và anh Hai. 
❋ Clip hài và giải trí vui nhộn cho các bé. ❋ Giới thiệu đồ chơi, trò chơi giáo dục cho các bé từ mầm non đến tiểu học. 
❋ Dạy bé cách ứng xử, giao tiếp, mạnh dạn nói chuyện. 
=========
https://www.youtube.com/tinsieucoi
https://www.facebook.com/tinsieucoi
Đăng ký kênh: https://www.youtube.com/user/quangnguyenngoc
=================== 
Hợp tác quảng cáo: +84938 2201.85 #tinsieucoi #dochoitreem #kidstoymedia #kidstoy"
Fh-NEr0nFzY,"🇹🇭 LOCAL FOOD YOU MUST TRY in PHUKET, THAILAND",Art Thomya Journey,19,2018-06-09T13:58:04Z,Art Thomya|อาร์ท ถมยา|asean|southeast asia|อาเซียน|heyasean|เฮย์อาเซียน|เที่ยวอาเซียน|asia|เอเชีย|Bangkok Airways|บางกอก แอร์เวยส์|mekongmoments|phuket|food|michelin|michelin star|tat|tourism authority of thailand,49639,104,12,50,"{'url': 'https://i.ytimg.com/vi/Fh-NEr0nFzY/sddefault.jpg', 'width': 640, 'height': 480}","Art Thomya, a Thai singer/songwriter, will show you GREAT LOCAL FOOD in Phuket, the largest island in Thailand and one of the world's most famous islands. Apart from amazingly beautiful beaches, Phuket has a large variety of cultures which reflect in its food. From street food to restaurants, Art will show you how amazing these local dishes are. Let's go eat together!

++++++
Book Flight to Phuket from Bangkok : https://www.bangkokair.com
Follow Bangkok Airways :
YT : https://www.youtube.com/user/FlyBangk...
FB : https://www.facebook.com/FlyBangkokAir

++++++
Local dishes and restaurants featured in this video

Yao Yentafo
- Yentafo (Pink Noodle Soup)
- Egg Noodles with Fish Balls
- Giant Fish Balls with Seafood Sauce
- O Taw (Fried Small Oysters with Flour and Eggs)
- Pork Satay
- Fresh Spring Rolls

Jee Jai Bung Neaw
- Lobah
- Oh Aew (Jelly & Beans with Shaved Ice)
- Pork Ribs and Fried Vermicelli

Tung Ka Cafe
- Fried Mieng Vegetables with Eggs
- Stir-fried Stink Beans with Shrimp Paste
- Spicy Pineapple Soup with Prawns (Southern Thai Style)
- Fried Crab Meat with Chilli
- Bi Ko Moi (Black Sticky Rice in Coconut Milk)

The Memory at On On Hotel
- Moo Hong Mun Tow (Local Stewed Pork Belly with Chinese Buns)

Raya Restaurant
- Fried Mieng Vegetables with Eggs
- Stir-fried Stink Beans with Shrimp Paste
- Deep-fried Krabok Fish with Tuemeric
- Crab Meat Curry with Coconut and Vermicelli
- Stir-fried Pork with Yellow Curry Paste

Torry's Ice Cream
- Dark Chocolate
- Matcha Green Tea
- Oh Aew

++++++
Follow Art Thomya :
YT : https://www.youtube.com/ArtThomyaJourney https://www.youtube.com/ArtThomya
FB : https://www.facebook.com/ArtThomyaMusic
IG : https://instagram.com/ArtThomya

++++++
FREE Downloads of 'Miracle Thailand' song : http://bit.ly/1hPC2Vy

#Phuket #Thailand #Food"
XBPIS--N3CY,BNK48 - Mini Concert แลคตาซอย 09/06/18,Nat Ji,22,2018-06-09T11:44:10Z,bnk48 satchanbnk48 mobilebnk48 musicbnk48 punbnk48,27298,414,5,227,"{'url': 'https://i.ytimg.com/vi/XBPIS--N3CY/sddefault.jpg', 'width': 640, 'height': 480}","#BNK48
สั่นครับ เมื่อยมือ😅😅😅"
kRVaZZF_mpo,ปวดหลัง ปวดเอว วิธีกดจุดลดอาการปวดหลัง #เก็บไว้ดู,บัณฑิตกายภาพบําบัดและจัดกระดูก,26,2018-06-09T03:39:15Z,ปวดหลัง|ปวดเอว|หมอนรองกระดูกทับเส้นประสาท|กายภาพบำบัด|นวด|กดจุด|คลายกล้ามเนื้อ|ออกกำลังกาย|บัณฑิตคลินิกกายภาพบำบัด|และจัดกระดูก|อุบลราชธานี|วารินชำราบ|พิบูลมังสาหาร|ปวดร้าวลงขา|ขาอ่อนแรง|กระดูกสันหลังเสื่อม,21435,207,6,9,"{'url': 'https://i.ytimg.com/vi/kRVaZZF_mpo/sddefault.jpg', 'width': 640, 'height': 480}","ปวดหลัง ปวดเอว วิธีกดจุดลดอาการปวดหลัง #เก็บไว้ดู

คนไข้ปวดเอว ที่ไม่ทราบสาเหตุ ปวดอยู่บ้านอยากลองกดคลายกล้ามเนื้อ ลองดูในคลิปสอนวิธีคลายกล้ามเนื้อ บริเวณเอวและหลังครับ 

#ไม่ใช้ยาไม่ผ่าตัด
#บัณฑิตคลินิกกายภาพบำบัดและจัดกระดูก"
Pag_8HWNmOA,ปวดหลังต้นคอ ร้าวขึ้นหัว ไมเกรน กดจุดปวดปวด นวดด้วยตัวเอง,บัณฑิตกายภาพบําบัดและจัดกระดูก,26,2018-06-09T01:42:56Z,ปวดต้นคอ|ปวดบ่า|ปวดเมื่อย|ไมเกรน|ปวดร้าวขึ้นศรีษะ|นอนไม่หลับ|ตึง|ชา|ปวดหลังหัว|ปวดกล้ามเนื้อ|ปวดหัวข้างเดียว|กายภาพบำบัด|จัดกระดูก|อ่อนแรง|ยืดกล้ามเนื้อ|ออกกำลังกาย|กดจุด|นวด|คลายกล้ามเนื้อ|ลดปวด|แก้อาการ|อย่างไร|ได้ไหม|ยังไง|อุบลราชธานี|พิบูลมังสาหาร|วารินชำราบ|บัณฑิตคลินิก|คลินิกกายภาพบำบัด|อีสาน,50646,920,20,80,"{'url': 'https://i.ytimg.com/vi/Pag_8HWNmOA/sddefault.jpg', 'width': 640, 'height': 480}","#ปวดต้นคอร้าวขึ้นศีรษะ #ปวดไมเกรน กดคลายกล้ามเนื้อยังไงให้คลายปวดอย่างปลอดภัย ตอนท้ายมีออกกำลังกายลดปวดด้วย (คลิปนี้ถ้าไม่มีคนกดให้...ทำเองได้นะครับ ไม่ต้องง้อเพื่อนละครับ 5555)

#แชร์เก็บไว้ดู กดให้เพื่อนก่อน ค่อยให้เพื่อนกดคืนนะครับ แต่ถ้าปวดมากหรือมีโรคประจำตัวแนะนำพบแพทย์และนักกายภาพบำบัดนะครับ

#ไม่ใช้ยาไม่ผ่าตัด #บัณฑิตคลินิกกายภาพบำบัดและจัดกระดูก

ปล.อยากได้คลิปสอนกล้ามเนื้อมัดไหนคอมเม้นไว้ เดี๋ยวอัพวิธีนวดกับยืดให้นะครับ

ปรึกษาสอบถามเพิ่มเติม/จองคิวรักษา

☎️ โทร. 085-369-9977

Line: @bunditclinic หรือ https://line.me/R/ti/p/%40bunditclinic

Facebook: https://facebook.com/bunditclinic หรือ https://www.facebook.com/bunditpt/

YouTube: https://www.youtube.com/channel/UChrOGdsoX7YmzgjraC0-KLQ

Website: www.bunditclinic.com/

👩🏻‍⚕️👨🏻‍⚕️ยินดีให้คำปรึกษา/ตรวจ/รักษา อาการ
#ปวดหลัง #ปวดเอว #หมอนรองกระดูกทับเส้นประสาท #ปวดคอ #ปวดบ่า #ปวดไหล่ #ปวดเข่า #รองช้ำ #บาดเจ็บจากการเล่นกีฬา"
AdkiqnCUV58,ปวดหลังต้นคอ หันคอลำบาก กดจุดคลายกล้ามเนื้อทำยังไง,บัณฑิตกายภาพบําบัดและจัดกระดูก,26,2018-06-09T01:37:27Z,ปวดคอ|หันคอลำบาก|ปวดหลังคอ|ปวดต้นคอ|หมุนคอลำบาก|เงยเจ็บ|ก้ม|เจ็บตึง|ปวด|ชา|ร้าวขึ้นหัว|กระดูกคอเสื่อม|คอเสื่อม|อ่อนแรง|ยืดกล้ามเนื้อ|แก้อาการ|ปวดหัวข้างเดียว|ตึงคอ|หมอนรองกระดูกเสื่อม|บัณฑิตคลินิกกายภาพบำบัด|จัดกระดูก|อุบลราชธานี|วารินชำราบ|พิบูลมังสาหาร|นวด|กดจุด|คลายกล้ามเนื้อ|ร้าวที่มือ|มึนชา|ร้าวแขนขา|ทำอย่างไร|ยังไง|แก้อย่างไร|บัณฑิตคลินิก|อีสาน,5856,120,1,5,"{'url': 'https://i.ytimg.com/vi/AdkiqnCUV58/sddefault.jpg', 'width': 640, 'height': 480}","ปวดต้นคอ ปวดบ่า #ปวดร้าวขึ้นศีรษะ หันคอลำบาก ไม่รู้จะกดคลายกล้ามเนื้อยังไง #แชร์เก็บไว้ดู ว่าทำอย่างไร หรือแชร์พร้อมแท็กคนที่อยากให้มากดให้ได้เลยครับ

เหมือนเดิมครับกดให้เพื่อนก่อน ค่อยให้เพื่อนกดคืนนะครับ แต่ถ้าปวดมากแนะนำพบแพทย์และนักกายภาพบำบัดนะครับ

#ไม่ใช้ยาไม่ผ่าตัด #บัณฑิตคลินิกกายภาพบำบัดและจัดกระดูก

ปล.อยากได้คลิปสอนกล้ามเนื้อมัดไหนคอมเม้นไว้ เดี๋ยวอัพวิธีนวดกับยืดให้นะครับ

ปรึกษาสอบถามเพิ่มเติม/จองคิวรักษา

☎️ โทร. 085-369-9977

Line: @bunditclinic หรือ https://line.me/R/ti/p/%40bunditclinic

Facebook: https://facebook.com/bunditclinic หรือ https://www.facebook.com/bunditpt/

YouTube: https://www.youtube.com/channel/UChrOGdsoX7YmzgjraC0-KLQ

Website: www.bunditclinic.com/

👩🏻‍⚕️👨🏻‍⚕️ยินดีให้คำปรึกษา/ตรวจ/รักษา อาการ
#ปวดหลัง #ปวดเอว #หมอนรองกระดูกทับเส้นประสาท #ปวดคอ #ปวดบ่า #ปวดไหล่ #ปวดเข่า #รองช้ำ #บาดเจ็บจากการเล่นกีฬา"
26y9555KdOU,สามล้อไฟฟ้า 2ที่นั่ง รุ่น TT4  ราคาโปรโมชั่น! จัดส่งทั่วประเทศ!,Lion Bike,2,2018-06-08T14:48:48Z,3ล้อไฟฟ้า2ที่นั่ง|สามล้อไฟฟ้าสองที่นั่ง|สามล้อไฟฟ้า|3ล้อไฟฟ้าผู้สูงอายุ,56691,420,29,63,,"สามล้อไฟฟ้า 2ที่นั่ง โฉมใหม่! 
ด้านหลังสามารถแปลงเป็นกระบะไว้บรรทุกสิ่งของได้

สอบถามรายละเอียดได้ที่ฝ่ายขาย 
วันจันทร์-วันเสาร์ เวลา 9.00-17.00 น.
☎ 02-282-4718, 086-777-7655, 086-700-7762, 091-552-2822
LINE ID :@lionautobike, @lionbike (ใส่@ข้างหน้า)

📌เพื่อความสะดวกและรวดเร็วในการสอบถาม-สั่งซื้อ 
คลิ๊กเลย 👉🏻👉🏻👉🏻👉🏻👉🏻 
https://line.me/R/ti/p/%40lionautobike

ติดตามข่าวสารหรือโปรโมชั่นต่างๆ ได้ทีหน้าแฟนเพจ
www.facebook.com/LionbikeThai
www.facebook.com/LionAutoBike"
